"ID","ContinentID","ParentAreaID","AreaBit","Flags","SoundProviderPref","SoundProviderPrefUnderwater","AmbienceID","ZoneMusic","IntroSound","ExplorationLevel","AreaName_Lang_enUS","AreaName_Lang_enGB","AreaName_Lang_koKR","AreaName_Lang_frFR","AreaName_Lang_deDE","AreaName_Lang_enCN","AreaName_Lang_zhCN","AreaName_Lang_enTW","AreaName_Lang_zhTW","AreaName_Lang_esES","AreaName_Lang_esMX","AreaName_Lang_ruRU","AreaName_Lang_ptPT","AreaName_Lang_ptBR","AreaName_Lang_itIT","AreaName_Lang_Unk","AreaName_Lang_Mask","FactionGroupMask","LiquidTypeID_1","LiquidTypeID_2","LiquidTypeID_3","LiquidTypeID_4","MinElevation","Ambient_Multiplier","Lightid"
"4740","571","4395","3007","1610632488","0","0","0","0","0","0","The Silver Enclave","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4741","628","4710","3010","1073741824","0","0","0","0","0","0","Isle of Conquest No Man's Land","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4742","571","0","3014","1093","0","0","465","462","0","80","Hrothgar's Landing","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4743","571","210","3018","1073759301","0","0","0","0","0","80","Deathspeaker's Watch","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4744","1","16","3022","1073759296","0","0","580","0","763","10","Mountainfoot Strip Mine","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4745","1","16","3024","1073759296","0","0","0","0","765","10","Orgrimmar Rear Gate","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4747","628","4710","3027","1073741824","0","0","0","0","0","0","Workshop","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4748","628","4710","3031","1073741824","0","0","0","0","0","0","Quarry","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4749","628","4710","3035","1073741824","0","0","0","0","0","0","Docks","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4750","628","4710","3039","1073741824","0","0","0","0","0","0","Hangar","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4751","628","4710","3043","1073741824","0","0","0","0","0","0","Refinery","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4752","628","4710","3047","1073741824","0","0","0","0","0","0","Horde Keep","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4753","628","4710","3051","1073741824","0","0","0","0","0","0","Alliance Keep","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4755","654","4714","3057","1572864","0","0","564","906","811","0","Gilneas City","","","","","","","","","","","","","","","","16712190","2","0","0","0","0","-500","0.15","0"
"4756","654","4755","3059","1073741824","0","0","564","0","0","0","Merchant Square","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4757","654","4755","3061","1073741824","0","0","564","0","0","2","Military District","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4758","654","4755","3063","1073741824","0","0","564","0","812","3","Greymane Court","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4759","654","4755","3065","1073741824","0","0","564","0","0","5","Cathedral Quarter","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4760","571","4742","3067","1073742917","0","0","0","0","0","0","The Sea Reaver's Run","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4761","654","4755","3071","1073741824","0","0","0","0","0","5","Light's Dawn Cathedral","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4762","654","4755","3073","1073741824","0","0","0","0","813","3","Stoneward Prison","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4763","641","0","3075","33554432","0","0","0","0","0","0","Transport: Alliance Gunship","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4764","642","0","3080","33554432","0","0","0","0","0","0","Transport: Horde Gunship","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4765","648","4737","3083","1073741824","0","0","0","0","0","0","KTC Headquarters","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4766","648","4737","3085","1073741824","0","0","580","663","0","1","Kaja'mine","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4767","648","4737","3087","1073741824","0","0","0","0","0","1","Bilgewater Port","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4768","648","4737","3089","1073741824","0","0","0","661","617","1","Gallywix's Villa","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4769","571","4742","3091","1073742917","0","0","0","0","0","0","Hrothgar's Landing","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4770","648","4737","3095","1073741824","0","0","0","660","0","1","First Bank of Kezan","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4771","648","4737","3097","1073741824","0","0","0","659","616","1","Drudgetown","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4772","648","4737","3099","1073741824","0","0","0","665","621","1","The Slick","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4773","648","4737","3101","1073741824","0","0","0","0","0","1","Swindle Street","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4774","654","0","3103","0","0","0","0","0","0","0","Gilneas (Do Not Reuse)","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4778","648","4720","3111","1073741824","0","0","0","919","833","6","Kaja'mite Cavern","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4779","648","4720","3113","1073741824","0","0","498","918","832","6","Horde Base Camp","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4780","648","4720","3115","1073741824","0","0","498","0","845","6","The Vicious Vale","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4781","648","4720","3117","1073741824","0","0","498","0","853","6","Wild Overlook","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4782","648","4720","3119","1073741824","0","0","498","0","843","7","The Savage Glen","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4783","648","4720","3121","1073741824","0","0","567","0","826","7","Alliance Beachhead","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4784","648","4720","3123","1073745920","0","0","567","0","849","7","Vengeance Wake","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4785","648","4720","3125","1073741824","0","0","565","0","842","0","The Great Sea","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4786","654","4714","3127","1073758208","0","0","0","417","886","5","Duskhaven","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4787","654","4714","3129","1073758208","0","0","0","417","820","7","Stagecoach Crash Site","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4788","654","4714","3131","1073758208","0","0","0","417","0","8","Tempest's Reach","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4789","654","4714","3133","1073758208","0","0","0","0","0","0","The Greymane Wall","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4790","654","4714","3135","1073758208","0","0","0","0","0","5","Northgate River","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4791","654","4714","3137","1073758208","0","0","0","0","0","7","Hailwood Marsh","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4792","654","4714","3139","1073758208","0","0","0","908","0","5","Allen Farmstead","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4793","654","4714","3141","1073758208","0","0","0","908","0","5","Hammond Farmstead","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4794","654","4714","3143","1073758208","0","0","0","912","0","7","Koroth's Den","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4795","1","0","3145","17472","0","0","0","0","0","32","Slitherblade Shore","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4796","1","405","3147","1073759296","0","0","589","0","783","32","Slitherblade Shore","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4797","1","405","3149","1073759296","0","0","0","0","780","32","Magram Territory","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4798","1","405","3151","1073759296","0","0","0","0","0","34","Thargad's Camp","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4799","1","16","3153","1073763392","0","0","628","0","0","15","Trial of Fire","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4800","1","16","3155","1073763392","0","0","628","0","0","15","Trial of Shadow","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4801","1","16","3157","1073759296","0","0","628","0","0","15","Arcane Pinnacle","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4802","648","4720","3159","1073741824","0","0","567","0","829","6","Draka's Fury","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4803","1","405","3161","1073759296","0","0","0","0","0","31","Furien's Post","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4804","1","405","3163","1073759296","0","0","589","881","0","33","Cenarion Wildlands","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4805","1","405","3165","1073759296","0","0","584","883","0","33","Karnum's Glade","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4806","654","4714","3167","1073758208","0","0","0","907","0","7","Wahl Cottage","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4807","654","4714","3169","1073758208","0","0","0","907","815","7","Crowley Orchard","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4808","654","4714","3171","1073758208","0","0","568","907","816","7","Hayward Fishery","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4809","632","0","3173","16385","0","0","0","541","0","-1","The Forge of Souls","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4810","654","4714","3176","1073758208","0","0","0","907","0","6","Queen's Gate","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4811","654","4714","3178","1073758208","0","0","0","0","817","6","King's Gate","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4812","631","0","3180","16385","0","0","499","0","0","-1","Icecrown Citadel","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4813","658","0","3183","16385","0","0","499","554","593","-1","Pit of Saron","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4814","1","16","3186","1073759296","0","0","582","865","0","20","Sable Ridge","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4815","0","5146","3188","17472","0","0","0","707","0","80","Kelp'thar Forest","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-1400","0.15","0"
"4816","648","4720","3190","1073741824","0","0","567","0","828","8","Dire Strait","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4817","654","4714","3192","1073758208","0","0","0","911","0","8","Greymane Manor","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4818","654","4714","3194","1073758208","0","0","0","907","0","7","Crowley Stable Grounds","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4819","1","16","3196","1073759296","0","0","0","0","0","13","The Ancient Grove","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4820","668","0","3198","16385","0","0","466","542","587","-1","Halls of Reflection","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4821","1","16","3201","1073759296","0","0","563","860","758","15","Bilgewater Harbor","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4822","648","4737","3203","1073741824","0","0","0","664","619","1","Kajaro Field","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4823","648","4737","3205","1073741824","0","0","567","0","620","1","South Seas","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4824","1","16","3207","1073759296","86","0","589","862","761","20","Gallywix Pleasure Palace","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4825","1","16","3209","1073759296","0","0","0","861","764","17","Northern Rocketway Exchange","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4826","1","0","3211","17472","0","0","0","0","769","17","Storm Cliffs","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4827","1","16","3213","1073759296","0","0","567","0","769","14","Storm Cliffs","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4828","1","16","3215","1073759296","0","0","0","861","768","14","Southern Rocketway Terminus","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4829","1","16","3217","1073759296","0","0","0","866","0","14","The Secret Lab","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4830","1","16","3219","1073759296","0","0","0","861","766","13","Orgrimmar Rocketway Exchange","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4832","672","0","3223","33554432","0","0","0","0","0","0","Transport: Alliance Gunship (IGB)","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4833","673","0","3228","33554432","0","0","0","0","0","0","Transport: Horde Gunship (IGB)","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4834","1","16","3233","1073759296","0","0","0","0","0","20","Ruins of Nordressa","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4835","1","215","3235","1073759296","0","0","0","797","0","0","Camp Sungraze","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4836","1","215","3237","1073759296","0","0","0","798","0","10","Stonetalon Pass","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4837","0","6176","3239","1074807809","0","0","42","8","0","4","Whitebeard's Encampment","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4838","648","4737","3241","1073741824","0","0","0","662","618","1","Gallywix's Yacht","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4839","1","6452","3243","1073759232","0","0","628","797","0","0","Fargaze Mesa","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4840","648","4737","3245","1073741824","0","0","0","666","622","1","The Pipe","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4841","654","4714","3247","1073758208","0","0","0","914","821","0","Tal'doren","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4842","654","4714","3249","1073758208","0","0","0","909","0","11","Livery Outpost","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4843","1","4709","3251","1073759296","0","0","0","813","698","30","Honor's Stand","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4844","1","4709","3253","1073759296","0","0","0","0","0","30","Hunter's Hill","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4845","1","4709","3255","1073759296","0","0","581","815","0","31","The Overgrowth","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4846","1","4709","3257","1073759296","0","0","581","809","0","31","Camp Una'fe","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4847","1","4709","3259","1073759296","0","0","567","813","699","30","Northwatch Hold","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4848","1","4709","3261","1073759296","0","0","581","815","0","31","Teegan's Expedition","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4849","1","4709","3263","1073759296","0","0","0","813","0","32","Forward Command","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4850","1","4709","3265","1073759296","0","0","0","0","0","32","Fields of Blood","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4851","1","4709","3267","1073759296","0","0","0","809","0","32","Ruins of Taurajo","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4852","1","4709","3269","1073759296","0","0","0","0","701","32","The Great Gate","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4853","1","4709","3271","1073759296","0","0","0","812","696","34","Desolation Hold","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4854","1","4709","3273","1073759296","0","0","0","813","697","34","Fort Triumph","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4855","1","4709","3275","1073759296","0","0","636","811","695","34","Battlescar","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4856","1","4709","3277","1073759296","0","0","0","810","0","35","Bael Modan","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4857","1","4709","3279","1073759296","0","0","0","0","0","35","Firestone Point","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4858","654","4714","3281","1073758208","0","0","608","913","819","10","Rygna's Lair","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4859","631","4812","3283","1107312641","0","0","0","0","0","-1","The Frozen Throne","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4860","1","4709","3288","1073759296","0","0","581","815","700","0","Overgrown Camp","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4861","1","616","3290","1073759296","0","0","634","0","0","80","The Regrowth","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4862","571","210","3292","1073744965","0","0","0","0","0","80","The Frozen Halls","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4863","1","6453","3297","1073759232","0","0","600","891","789","1","Bloodtalon Shore","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4864","1","6453","3299","1073759232","0","0","600","891","788","1","Zalazane's Fall","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4865","1","6453","3301","1075856384","0","0","600","891","0","1","Darkspear Training Grounds","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4866","1","6453","3303","1073759232","0","0","600","891","0","1","Darkspear Hold","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4867","1","6453","3305","1073759232","0","0","600","891","794","5","Spitescale Cove","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4868","654","4714","3307","1073758208","0","0","608","0","0","11","The Bradshaw Mill","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4869","654","4714","3309","1073758208","0","0","0","0","0","11","Wood's End Cabin","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4870","648","4720","3311","1073741824","0","0","0","0","835","7","Landing Site","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4871","648","4720","3313","1073741824","0","0","0","0","846","7","Town-In-A-Box","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4872","1","4709","3315","1073759296","0","0","0","810","0","35","Bael'dun Keep","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4873","648","4720","3317","1073741824","0","0","498","0","838","8","Raptor Rise","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4874","648","4720","3319","1073741824","0","0","0","0","839","8","Scorched Gully","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4875","1","6453","3321","1073759232","0","0","600","891","787","0","Darkspear Isle","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4876","648","4720","3323","1073741824","0","0","567","923","848","8","Ruins of Vashj'elan","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4877","648","4720","3325","1073741824","0","0","567","923","0","8","Vashj'elan Spawning Pool","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4878","1","6452","3327","1073759232","0","0","646","799","0","0","The Thornsnarl","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4879","1","6452","3329","1073759232","0","0","646","596","0","0","The Battleboar Pen","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4880","1","6452","3331","1073759232","0","0","646","596","0","0","Thornmantle's Hideout","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4881","1","4709","3333","1073759296","0","0","0","0","0","30","Stonetalon Pass","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4882","1","490","3335","1073759296","0","0","0","0","0","52","Marshal's Stand","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4883","1","490","3337","1073759296","0","0","0","0","0","53","Mossy Pile","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4884","1","490","3339","1073759296","0","0","0","0","0","55","The Screaming Reaches","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4885","1","490","3341","1073759296","0","0","0","0","0","52","The Roiling Gardens","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4886","648","4720","3343","1073741824","0","0","498","922","0","8","Oomlot Village","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4887","1","0","3345","17472","0","0","0","0","0","32","Nightmare Scar","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4888","1","4709","3347","1073759296","0","0","0","0","0","33","The Nightmare Scar","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4889","631","4812","3349","1073758209","0","0","0","0","0","-1","The Frost Queen's Lair","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4890","631","4812","3356","1073758209","0","0","0","0","0","-1","Putricide's Laboratory of Alchemical Horrors and Fun","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4891","631","4812","3363","1073758209","0","0","0","0","0","-1","The Sanctum of Blood","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4892","631","4812","3370","1073758209","0","0","0","0","0","-1","The Crimson Hall","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4893","631","0","3377","16385","0","0","0","0","0","-1","The Frost Queen's Lair","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4894","631","0","3384","16385","0","0","0","0","0","-1","Putricide's Laboratory of Alchemical Horrors and Fun","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4895","631","0","3394","16385","0","0","0","0","0","-1","The Crimson Hall","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4896","631","0","3401","16385","0","0","0","0","0","-1","The Frozen Throne","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4897","631","0","3408","16385","0","0","0","0","0","-1","The Sanctum of Blood","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4898","631","4896","3412","1073758209","0","0","504","0","0","-1","Frostmourne","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4899","648","4720","3419","1073741824","0","0","0","0","837","8","Lost Peak","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4900","648","4720","3421","1073741824","0","0","498","922","0","8","Oostan Nord","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4901","648","4720","3423","1073741824","0","0","498","922","0","8","Oostan Sor","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4902","648","4720","3425","1073741824","0","0","498","922","0","8","Oostan Ost","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4903","648","4720","3427","1073741824","0","0","498","922","0","8","Oostan","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4904","658","4813","3429","1073758209","0","0","0","563","600","-1","The Dark Approach","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4905","658","4813","3436","1073758209","0","0","0","564","601","-1","Scourgelord's Command","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.4","0"
"4906","668","4820","3443","1073758209","0","0","0","0","0","-1","The Shadow Throne","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4908","668","4820","3451","1073758209","0","0","0","0","0","-1","The Hidden Passage","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4909","648","4720","3458","1073741824","0","0","646","921","836","8","Lost Caldera","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4910","631","4812","3461","1107312641","0","0","0","0","0","-1","Frostmourne","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0","0"
"4911","648","4720","3467","1073741824","0","0","0","921","851","10","Volcanoth's Lair","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4912","648","4720","3469","1073741824","0","0","498","924","852","9","Warchief's Lookout","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4913","1","6453","3471","1073759232","0","0","600","894","794","5","Spitescale Cavern","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4914","648","4720","3473","1073741824","0","0","567","917","847","9","Tranquil Coast","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4915","0","6454","3475","1073759232","0","0","40","712","0","0","Rotbrain Encampment","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4916","0","85","3477","1073759296","0","0","0","712","0","0","Calston Estate","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4917","0","85","3479","1073759296","0","0","0","0","654","0","Scarlet Palisade","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4918","0","85","3481","1073759296","0","0","0","0","0","0","Scarlet Encampment","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4919","0","85","3483","1073759296","0","0","0","0","0","0","Death's Watch Waystation","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4920","0","85","3485","1073759296","0","0","0","0","0","0","Crusader's Run","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4921","0","85","3487","1073759296","0","0","0","0","0","0","Scarlet Watchtower","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4922","0","0","3489","17472","0","0","661","925","0","0","Twilight Highlands","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
"4923","648","4720","3491","1073741824","0","0","0","0","841","10","Sky Falls","","","","","","","","","","","","","","","","16712190","0","0","0","0","0","-500","0.15","0"
